iter	Logloss
0	0.6527779283
1	0.6275305957
2	0.5958153422
3	0.5684359237
4	0.555220461
5	0.5417739586
6	0.523168727
7	0.4983241442
8	0.4826399735
9	0.4683321027
10	0.4497176313
11	0.4367151415
12	0.423975167
13	0.4101496052
14	0.3960545509
15	0.3810114085
16	0.3732348946
17	0.3652392061
18	0.3538972028
19	0.3418405319
20	0.3344051822
21	0.3266093939
22	0.3204017129
23	0.3141685801
24	0.3081212441
25	0.303023153
26	0.3017426073
27	0.2964119408
28	0.2909892259
29	0.2857268238
30	0.2805973205
31	0.27595856
32	0.2722682156
33	0.26802805
34	0.262751281
35	0.260432638
36	0.2545295995
37	0.2507765542
38	0.2485577039
39	0.2473693949
40	0.2437436777
41	0.2408440854
42	0.236508963
43	0.232160931
44	0.2275187928
45	0.22539156
46	0.2199126269
47	0.2176604716
48	0.2166179641
49	0.2149637531
50	0.2129391764
51	0.2116946454
52	0.2108464003
53	0.2076003871
54	0.2051273436
55	0.203002022
56	0.1996975997
57	0.1977389475
58	0.1956780524
59	0.1928865063
60	0.1900731273
61	0.1877879595
62	0.1859624472
63	0.1849096893
64	0.1813419301
65	0.1784981308
66	0.1778924874
67	0.1769403861
68	0.1743807427
69	0.1726449857
70	0.1709615205
71	0.1701935354
72	0.167177832
73	0.1653999851
74	0.163044133
75	0.1606509536
76	0.1598339621
77	0.1572763148
78	0.1549916601
79	0.1527566508
80	0.1504183004
81	0.1481820401
82	0.1473670935
83	0.1456126481
84	0.1434052929
85	0.1423539604
86	0.140929019
87	0.1396138118
88	0.1384867853
89	0.1379011121
90	0.135815741
91	0.1338004309
92	0.1328539845
93	0.1319479346
94	0.1306143913
95	0.1295516747
96	0.1276408246
97	0.1263224563
98	0.12450761
99	0.1230823963
100	0.1224816018
101	0.1215569189
102	0.121186547
103	0.1189942156
104	0.1188016287
105	0.1173906922
106	0.1155525702
107	0.1143521441
108	0.1125852781
109	0.1116195976
110	0.1101091384
111	0.1093512341
112	0.1076466126
113	0.1061503992
114	0.1049013647
115	0.1047329282
116	0.103427807
117	0.1021666956
118	0.1002904504
119	0.0990616639
120	0.09821505682
121	0.09788565253
122	0.09726199029
123	0.09666040401
124	0.09567547277
125	0.09519682801
126	0.09416958087
127	0.09359688833
128	0.09316306318
129	0.09247277963
130	0.09176690714
131	0.09124701628
132	0.09053550977
133	0.0892522996
134	0.08901924173
135	0.08780261704
136	0.08653648283
137	0.08631958616
138	0.08623209704
139	0.08580728454
140	0.08569037791
141	0.08558247497
142	0.08487656203
143	0.08389988403
144	0.0828414093
145	0.08159875252
146	0.08054191276
147	0.0803766405
148	0.07939288653
149	0.0788985812
150	0.07866497732
151	0.07832686024
152	0.07764926846
153	0.07739588078
154	0.07638478341
155	0.07599814692
156	0.07510062265
157	0.07430856092
158	0.07379626116
159	0.07299559289
160	0.07259957593
161	0.07250572486
162	0.07170558532
163	0.07102972176
164	0.07073541009
165	0.07007703756
166	0.06994049475
167	0.06983726753
168	0.06918130514
169	0.06913348121
170	0.06870799176
171	0.067853011
172	0.06712433094
173	0.06693081411
174	0.0665949441
175	0.06589610404
176	0.06547412539
177	0.06480909814
178	0.06426906092
179	0.06377857398
180	0.0637396327
181	0.06300584763
182	0.06254144963
183	0.06190711105
184	0.06184138041
185	0.06173375728
186	0.06135314981
187	0.0608528976
188	0.06005048999
189	0.0593104486
190	0.05872129344
191	0.0581753081
192	0.05759934687
193	0.05697549687
194	0.05635097175
195	0.05568595563
196	0.0556521774
