iter	Logloss
197	0.05559048628
198	0.05498391112
199	0.05492230277
200	0.05434585174
201	0.05389160258
202	0.05342320704
203	0.05283369425
204	0.0527858728
205	0.05271310572
206	0.05226111659
207	0.05176699285
208	0.05136259541
209	0.05089345497
210	0.05049063814
211	0.05012090466
212	0.04970592909
213	0.04928381579
214	0.04878766673
215	0.04821209525
216	0.04806049191
217	0.04770948603
218	0.04766301541
219	0.04763077392
220	0.04729047526
221	0.04668799954
222	0.04651928874
223	0.04647968408
224	0.04593754494
225	0.04544137735
226	0.04509427943
227	0.04468189558
228	0.04431763399
229	0.04388351576
230	0.04352179154
231	0.04329505918
232	0.04325087824
233	0.04277186134
234	0.04272684038
235	0.04241467881
236	0.04208686253
237	0.04173375905
238	0.04165098519
239	0.04155982838
240	0.04119253591
241	0.04117101709
242	0.04074275061
243	0.04043105909
244	0.04006381541
245	0.03967035064
246	0.03930004891
247	0.03902161986
248	0.03887196341
249	0.03858712671
250	0.03846410519
251	0.03842242456
252	0.03835115408
253	0.03803277386
254	0.03800403701
255	0.03767417811
256	0.03749460013
257	0.03718764794
258	0.03689034677
259	0.03648089436
260	0.03620435352
261	0.03616787053
262	0.03614174826
263	0.0357629036
264	0.03541303546
265	0.0353971343
266	0.03537999287
267	0.03504192891
268	0.0350247986
269	0.03500069238
270	0.03477262092
271	0.03453920789
272	0.03430638783
273	0.03408791241
274	0.03404411257
275	0.03377287993
276	0.03357695916
277	0.03332092478
278	0.03330348069
279	0.03327677534
280	0.0330613623
281	0.0327519654
282	0.03252075126
283	0.03224948898
284	0.03196696049
285	0.03173320034
286	0.0314774538
287	0.03121195309
288	0.03102275127
289	0.03089267232
290	0.03087710346
291	0.03061630812
292	0.03035938925
293	0.03017320658
294	0.03001845686
295	0.02990405547
296	0.02976890179
297	0.02975549599
298	0.02971016805
299	0.02966083146
300	0.02944401756
301	0.02920907643
302	0.02900808216
303	0.0287566815
304	0.02858766126
305	0.02842398258
306	0.02819013596
307	0.02809041152
308	0.02798744434
309	0.02784836107
310	0.02776779659
311	0.0276106701
312	0.02743375857
313	0.02727666544
314	0.0271826371
315	0.02695333772
316	0.02676237062
317	0.02655413978
318	0.02651279207
319	0.02636069461
320	0.02616266513
321	0.02596150161
322	0.02581066048
323	0.02579186988
324	0.02561790832
325	0.02560495836
326	0.02559043336
327	0.02556445562
328	0.02538939955
329	0.02529329957
330	0.02526596667
331	0.02512093035
332	0.02510991986
333	0.02508961228
334	0.02505483776
335	0.02488283666
336	0.024760733
337	0.0247239943
338	0.02456043792
339	0.02454638605
340	0.0244102231
341	0.02439760544
342	0.02422333011
343	0.02407724128
344	0.02399616291
345	0.02395781087
346	0.02383400863
347	0.02364270922
348	0.02349631774
349	0.02329025367
350	0.02314245516
351	0.02302628107
352	0.02290776974
353	0.0227169237
354	0.02270570567
355	0.02258554147
356	0.02244396654
357	0.02238176894
358	0.02236997649
359	0.02226228294
360	0.02208121082
361	0.02200512935
362	0.02191644753
363	0.02182874037
364	0.02172364596
365	0.02164495177
366	0.02152119399
367	0.02139747822
368	0.0213883899
369	0.02133741651
370	0.0212726346
371	0.02126274949
372	0.02116624185
373	0.02104897079
374	0.0209641469
375	0.02083959357
376	0.0207964991
377	0.02067963694
378	0.02058042022
379	0.02057044247
380	0.02047275014
381	0.02045616091
382	0.02032735434
383	0.02021199681
384	0.02008205498
385	0.02000690742
386	0.01993400322
387	0.01984377476
388	0.01982000825
389	0.01974371801
390	0.01964094478
391	0.01955816042
392	0.019413848
393	0.01940590854
394	0.01930503895
395	0.01919506374
396	0.01912433002
397	0.0190474987
398	0.01901817816
399	0.01892317021
400	0.01891218442
401	0.01879191275
402	0.01866544837
403	0.01864828841
404	0.01853236139
405	0.01851346703
406	0.01842730774
407	0.01834744369
408	0.01825574272
409	0.01824856175
410	0.01822157351
411	0.01813744634
412	0.01806824195
413	0.01806257302
414	0.01805733028
415	0.017954751
416	0.01794291531
417	0.01785892526
418	0.01785287709
419	0.01777699945
420	0.01775535401
421	0.01774331325
422	0.01767336025
423	0.01755955553
424	0.01747969889
425	0.01747303182
426	0.0174086168
427	0.0173334853
428	0.01732197203
429	0.0172489023
430	0.01715713585
431	0.01711144719
432	0.01704635521
433	0.01703586356
434	0.01703059241
435	0.01702154856
436	0.01700437378
437	0.01699963752
438	0.01699453932
439	0.01699006496
440	0.01697889264
441	0.01689943131
442	0.01688366727
443	0.01687942638
444	0.01681717319
445	0.01672501885
446	0.01666139815
447	0.01665691267
448	0.01664821101
449	0.01664320175
450	0.01663654209
451	0.01663215914
452	0.01656140688
453	0.01647587514
454	0.0164326275
455	0.01641343665
456	0.01631131073
457	0.01630287837
458	0.01622112427
459	0.01621708969
460	0.01617640041
461	0.01607972847
462	0.01600558029
463	0.01592218938
464	0.01586331481
465	0.01578170771
466	0.0156979845
467	0.01565704692
468	0.0156338499
469	0.01562750031
470	0.01557488145
471	0.01551322122
472	0.01542425897
473	0.01542061845
474	0.01535151783
475	0.01534631709
476	0.01527440363
477	0.01526833816
478	0.01525240117
479	0.01518041976
480	0.01511182686
481	0.01508035067
482	0.0149916676
483	0.01498581585
484	0.01491164914
485	0.01486761212
486	0.01482909949
487	0.01477426321
488	0.01475905631
489	0.01470212245
490	0.01468866477
491	0.01468528491
492	0.01467870431
493	0.01464070187
494	0.01463189397
495	0.01456843015
496	0.01456478346
497	0.01456137519
498	0.01450271928
499	0.01444462791
500	0.01438287132
501	0.01436844638
502	0.01436474039
503	0.01433639329
504	0.01433318267
505	0.01431088003
506	0.01425100608
507	0.01420047123
508	0.01419748914
509	0.01419116796
510	0.01418822788
511	0.01412335949
512	0.01411711984
513	0.01411337185
514	0.01410823165
515	0.01408942005
516	0.01408610196
517	0.01401624655
518	0.01401159183
519	0.01394818854
520	0.01394213667
521	0.0138829755
522	0.01387978465
523	0.01387664815
524	0.01387032697
525	0.01386745977
526	0.01386006508
527	0.01382985634
528	0.01377312136
529	0.01371639627
530	0.01364727218
531	0.01360866443
532	0.01360546863
533	0.01354997269
534	0.01350561078
535	0.01350150207
536	0.01344248297
537	0.01342112042
538	0.01339377517
539	0.01333436571
540	0.01330298834
541	0.01328981108
542	0.01328610633
543	0.01323359494
544	0.01318648689
545	0.01312513426
546	0.01312267719
547	0.01307680817
548	0.01307048328
549	0.01304315285
550	0.01303682303
551	0.0130136013
552	0.01298160998
553	0.01293859704
554	0.01293173232
555	0.01288741734
556	0.01284468359
557	0.01284062677
558	0.01281506904
559	0.01276475407
560	0.01270184245
561	0.01265446016
562	0.01260725945
563	0.01258547318
564	0.01252717922
565	0.01252410078
566	0.01251417121
567	0.01247482102
568	0.01244371049
569	0.01237299405
570	0.01233407129
571	0.0122924234
572	0.01224296081
573	0.01221672612
574	0.01219111403
575	0.01215255569
576	0.01212427036
577	0.01210238032
578	0.01207024693
579	0.01203380718
580	0.01203150082
581	0.01199060895
582	0.01198580475
583	0.0119746942
584	0.01196280539
585	0.01191338603
586	0.01187358495
587	0.0118168438
588	0.01181422738
589	0.0117750699
590	0.01171692295
591	0.01167948505
592	0.01165951472
593	0.01165726395
594	0.01165723554
595	0.01164952584
596	0.01162840418
597	0.0116210898
598	0.01158001756
599	0.01157763585
600	0.01156036718
601	0.01155805217
602	0.01155814482
603	0.0115554098
604	0.01154238696
605	0.01150669088
606	0.01149707261
607	0.01146414613
608	0.01144340125
609	0.01143430305
610	0.01139991148
611	0.01138706652
612	0.01136561132
613	0.01135911225
614	0.01133704062
615	0.01133495168
616	0.01130774972
617	0.01129977938
618	0.01128059224
619	0.01127784981
620	0.01123440451
621	0.01123185602
622	0.01117529894
623	0.01112745957
624	0.01107433917
625	0.01106136698
626	0.01102871104
627	0.01100530278
628	0.01099485684
629	0.01094466664
630	0.01091989458
631	0.01087080135
632	0.01083681126
633	0.01079932396
634	0.01076801824
635	0.01073700282
636	0.01069920792
637	0.01066409739
638	0.01065391827
639	0.01062160205
640	0.01058465582
641	0.01055209624
642	0.0105228387
643	0.01049269419
644	0.01048337857
645	0.01045196785
646	0.01041716553
647	0.01038393147
648	0.01033799265
649	0.01033302231
650	0.01029558935
651	0.01026512613
652	0.01021707923
653	0.01018397796
654	0.01015929546
655	0.01012824978
656	0.01008609663
657	0.01007618744
658	0.01005233755
659	0.01004238265
660	0.01004234064
661	0.01002930977
662	0.009987560579
663	0.009973284494
664	0.009963840401
665	0.009954316628
666	0.009909264164
667	0.009907909626
668	0.009900298143
669	0.00989099673
670	0.009883388954
671	0.00984313698
672	0.009802715766
673	0.009776722582
674	0.00976057065
675	0.009737373016
676	0.009702876442
677	0.009701339692
678	0.009689108695
679	0.009661223604
680	0.009659286608
681	0.009655264375
682	0.009627018568
683	0.009623815359
684	0.009594556581
685	0.009590741884
686	0.009581387969
687	0.009544566505
688	0.009542824691
689	0.009533437423
690	0.009525589992
691	0.009513672152
692	0.009487343576
693	0.00947513358
694	0.009471612891
695	0.009423016267
696	0.009399016286
697	0.009374067573
698	0.009337709975
699	0.009322814373
700	0.009321390656
701	0.009291094202
702	0.009278204157
703	0.009250405539
704	0.009242369721
705	0.009235359844
706	0.00922857665
707	0.009203930593
708	0.009183138763
709	0.00918163475
710	0.009175920734
711	0.009169625495
712	0.009139375983
713	0.009130627998
714	0.009106366746
715	0.009090491527
716	0.009065080801
717	0.009044287736
718	0.009032479222
719	0.009022087631
720	0.008993863442
721	0.008982969689
722	0.008981505206
723	0.008962519428
724	0.008946569472
725	0.00891742311
726	0.008888171744
727	0.008855433044
728	0.00884156153
729	0.008821000707
730	0.008799202702
731	0.008797438034
732	0.008770187902
733	0.008763286116
734	0.008762699335
735	0.008756375683
736	0.008736993365
737	0.008728688863
738	0.008719262064
739	0.008702730268
740	0.008686049615
741	0.008661595033
742	0.008640215187
743	0.008614103411
744	0.008593445615
745	0.008585535801
746	0.008580265885
747	0.0085708885
748	0.008566928033
749	0.008552467267
750	0.008539236889
751	0.008538273332
752	0.008538195506
753	0.008534384515
754	0.008513252352
755	0.00850043025
756	0.008487828655
757	0.00848212761
758	0.008467254243
759	0.008464981237
760	0.008443806456
761	0.008430189419
762	0.00841052174
763	0.008406647129
764	0.008379917688
765	0.008376709538
766	0.008369355622
767	0.008351944889
768	0.008326110445
769	0.008317077716
770	0.008307339614
771	0.008287980766
772	0.008278486025
773	0.008254314334
774	0.008252158684
775	0.008240841213
776	0.008236268641
777	0.00823508149
778	0.008197518828
779	0.008188731312
780	0.008182835085
781	0.008163285379
782	0.008138639322
783	0.008109919148
784	0.008092917309
785	0.008071476931
786	0.008047838903
787	0.008046409627
788	0.008039341072
789	0.008031594939
790	0.008031594939
791	0.008010534425
792	0.00799265612
793	0.007988211404
794	0.007986814865
795	0.007986835865
796	0.007979079849
797	0.007976943347
798	0.007965501108
799	0.007964423283
99	0.007673557272
1336049
